date;N;N7;age
2017-10-09;40;147;Between 15 and 64
2017-10-09;2;15;Older than 64
2017-10-10;0;0;
2017-10-10;2;12;Younger than 15
2017-10-10;28;162;Between 15 and 64
2017-10-10;4;19;Older than 64
2017-10-11;0;0;
2017-10-11;1;11;Younger than 15
2017-10-11;25;161;Between 15 and 64
2017-10-11;1;17;Older than 64
2017-10-12;0;0;
2017-10-12;0;10;Younger than 15
2017-10-12;10;137;Between 15 and 64
2017-10-12;1;14;Older than 64
2017-10-13;0;0;
2017-10-13;1;11;Younger than 15
2017-10-13;19;138;Between 15 and 64
2017-10-13;7;16;Older than 64
2017-10-14;0;0;
2017-10-14;2;11;Younger than 15
2017-10-14;10;141;Between 15 and 64
2017-10-14;1;16;Older than 64
2017-10-15;0;0;
2017-10-15;3;14;Younger than 15
2017-10-15;10;142;Between 15 and 64
2017-10-15;0;16;Older than 64
2017-10-16;0;0;
2017-10-16;0;9;Younger than 15
2017-10-16;37;139;Between 15 and 64
2017-10-16;4;18;Older than 64
2017-10-17;0;0;
2017-10-17;6;13;Younger than 15
2017-10-17;27;138;Between 15 and 64
2017-10-17;2;16;Older than 64
2017-10-18;0;0;
2017-10-18;0;12;Younger than 15
2017-10-18;25;138;Between 15 and 64
2017-10-18;1;16;Older than 64
2017-10-19;0;0;
2017-10-19;2;14;Younger than 15
2017-10-19;19;147;Between 15 and 64
2017-10-19;2;17;Older than 64
2017-10-20;0;0;
2017-10-20;4;17;Younger than 15
2017-10-20;21;149;Between 15 and 64
2017-10-20;1;11;Older than 64
2017-10-21;0;0;
2017-10-21;0;15;Younger than 15
2017-10-21;10;149;Between 15 and 64
2017-10-21;1;11;Older than 64
2017-10-22;0;0;
2017-10-22;0;12;Younger than 15
2017-10-22;10;149;Between 15 and 64
2017-10-22;0;11;Older than 64
2017-10-23;0;0;
2017-10-23;4;16;Younger than 15
2017-10-23;53;165;Between 15 and 64
2017-10-23;4;11;Older than 64
2017-10-24;0;0;
2017-10-24;5;15;Younger than 15
2017-10-24;30;168;Between 15 and 64
2017-10-24;3;12;Older than 64
2017-10-25;0;0;
2017-10-25;0;15;Younger than 15
2017-10-25;33;176;Between 15 and 64
2017-10-25;3;14;Older than 64
2017-10-26;0;0;
2017-10-26;3;16;Younger than 15
2017-10-26;35;192;Between 15 and 64
2017-10-26;3;15;Older than 64
2017-10-27;0;0;
2017-10-27;4;16;Younger than 15
2017-10-27;25;196;Between 15 and 64
2017-10-27;6;20;Older than 64
2017-10-28;0;0;
2017-10-28;1;17;Younger than 15
2017-10-28;9;195;Between 15 and 64
2017-10-28;3;22;Older than 64
2017-10-29;0;0;
2017-10-29;0;17;Younger than 15
2017-10-29;5;190;Between 15 and 64
2017-10-29;5;27;Older than 64
2017-10-30;0;0;
2017-10-30;8;21;Younger than 15
2017-10-30;48;185;Between 15 and 64
2017-10-30;5;28;Older than 64
2017-10-31;0;0;
2017-10-31;5;21;Younger than 15
2017-10-31;46;201;Between 15 and 64
2017-10-31;4;29;Older than 64
2017-11-01;0;0;
2017-11-01;0;21;Younger than 15
2017-11-01;11;179;Between 15 and 64
2017-11-01;1;27;Older than 64
2017-11-02;0;0;
2017-11-02;11;29;Younger than 15
2017-11-02;50;194;Between 15 and 64
2017-11-02;8;32;Older than 64
2017-11-03;0;0;
2017-11-03;10;35;Younger than 15
2017-11-03;47;216;Between 15 and 64
2017-11-03;4;30;Older than 64
2017-11-04;0;0;
2017-11-04;2;36;Younger than 15
2017-11-04;10;217;Between 15 and 64
2017-11-04;1;28;Older than 64
2017-11-05;0;0;
2017-11-05;1;37;Younger than 15
2017-11-05;10;222;Between 15 and 64
2017-11-05;3;26;Older than 64
2017-11-06;0;0;
2017-11-06;9;38;Younger than 15
2017-11-06;90;264;Between 15 and 64
2017-11-06;10;31;Older than 64
2017-11-07;0;0;
2017-11-07;11;44;Younger than 15
2017-11-07;84;302;Between 15 and 64
2017-11-07;3;30;Older than 64
2017-11-08;0;0;
2017-11-08;8;52;Younger than 15
2017-11-08;56;347;Between 15 and 64
2017-11-08;5;34;Older than 64
2017-11-09;0;0;
2017-11-09;10;51;Younger than 15
2017-11-09;76;373;Between 15 and 64
2017-11-09;5;31;Older than 64
2017-11-10;0;0;
2017-11-10;6;47;Younger than 15
2017-11-10;63;389;Between 15 and 64
2017-11-10;5;32;Older than 64
2017-11-11;0;0;
2017-11-11;2;47;Younger than 15
2017-11-11;30;409;Between 15 and 64
2017-11-11;4;35;Older than 64
2017-11-12;0;0;
2017-11-12;1;47;Younger than 15
2017-11-12;11;410;Between 15 and 64
2017-11-12;2;34;Older than 64
2017-11-13;0;0;
2017-11-13;21;59;Younger than 15
2017-11-13;118;438;Between 15 and 64
2017-11-13;6;30;Older than 64
2017-11-14;0;0;
2017-11-14;9;57;Younger than 15
2017-11-14;116;470;Between 15 and 64
2017-11-14;4;31;Older than 64
2017-11-15;0;0;
2017-11-15;19;68;Younger than 15
2017-11-15;100;514;Between 15 and 64
2017-11-15;6;32;Older than 64
2017-11-16;0;0;
2017-11-16;15;73;Younger than 15
2017-11-16;90;528;Between 15 and 64
2017-11-16;8;35;Older than 64
2017-11-17;0;0;
2017-11-17;11;78;Younger than 15
2017-11-17;74;539;Between 15 and 64
2017-11-17;8;38;Older than 64
2017-11-18;0;0;
2017-11-18;5;81;Younger than 15
2017-11-18;27;536;Between 15 and 64
2017-11-18;8;42;Older than 64
2017-11-19;0;0;
2017-11-19;5;85;Younger than 15
2017-11-19;19;544;Between 15 and 64
2017-11-19;5;45;Older than 64
2017-11-20;0;0;
2017-11-20;22;86;Younger than 15
2017-11-20;151;577;Between 15 and 64
2017-11-20;15;54;Older than 64
2017-11-21;0;0;
2017-11-21;13;90;Younger than 15
2017-11-21;109;570;Between 15 and 64
2017-11-21;6;56;Older than 64
2017-11-22;0;0;
2017-11-22;17;88;Younger than 15
2017-11-22;112;582;Between 15 and 64
2017-11-22;7;57;Older than 64
2017-11-23;0;0;
2017-11-23;15;88;Younger than 15
2017-11-23;110;602;Between 15 and 64
2017-11-23;8;57;Older than 64
2017-11-24;0;0;
2017-11-24;15;92;Younger than 15
2017-11-24;62;590;Between 15 and 64
2017-11-24;6;55;Older than 64
2017-11-25;0;0;
2017-11-25;4;91;Younger than 15
2017-11-25;31;594;Between 15 and 64
2017-11-25;4;51;Older than 64
2017-11-26;0;0;
2017-11-26;6;92;Younger than 15
2017-11-26;20;595;Between 15 and 64
2017-11-26;2;48;Older than 64
2017-11-27;0;0;
2017-11-27;28;98;Younger than 15
2017-11-27;146;590;Between 15 and 64
2017-11-27;8;41;Older than 64
2017-11-28;0;0;
2017-11-28;36;121;Younger than 15
2017-11-28;107;588;Between 15 and 64
2017-11-28;11;46;Older than 64
2017-11-29;0;0;
2017-11-29;23;127;Younger than 15
2017-11-29;122;598;Between 15 and 64
2017-11-29;11;50;Older than 64
2017-11-30;0;0;
2017-11-30;27;139;Younger than 15
2017-11-30;125;613;Between 15 and 64
2017-11-30;10;52;Older than 64
2017-12-01;0;0;
2017-12-01;38;162;Younger than 15
2017-12-01;111;662;Between 15 and 64
2017-12-01;11;57;Older than 64
2017-12-02;0;0;
2017-12-02;10;168;Younger than 15
2017-12-02;42;673;Between 15 and 64
2017-12-02;5;58;Older than 64
2017-12-03;0;0;
2017-12-03;3;165;Younger than 15
2017-12-03;27;680;Between 15 and 64
2017-12-03;3;59;Older than 64
2017-12-04;0;0;
2017-12-04;51;188;Younger than 15
2017-12-04;218;752;Between 15 and 64
2017-12-04;23;74;Older than 64
2017-12-05;0;0;
2017-12-05;41;193;Younger than 15
2017-12-05;151;796;Between 15 and 64
2017-12-05;18;81;Older than 64
2017-12-06;0;0;
2017-12-06;11;181;Younger than 15
2017-12-06;47;721;Between 15 and 64
2017-12-06;3;73;Older than 64
2017-12-07;0;0;
2017-12-07;37;191;Younger than 15
2017-12-07;142;738;Between 15 and 64
2017-12-07;18;81;Older than 64
2017-12-08;0;0;
2017-12-08;3;156;Younger than 15
2017-12-08;49;676;Between 15 and 64
2017-12-08;9;79;Older than 64
2017-12-09;0;0;
2017-12-09;29;175;Younger than 15
2017-12-09;90;724;Between 15 and 64
2017-12-09;14;88;Older than 64
2017-12-10;0;0;
2017-12-10;11;183;Younger than 15
2017-12-10;80;777;Between 15 and 64
2017-12-10;10;95;Older than 64
2017-12-11;0;0;
2017-12-11;87;219;Younger than 15
2017-12-11;439;998;Between 15 and 64
2017-12-11;34;106;Older than 64
2017-12-12;0;0;
2017-12-12;78;256;Younger than 15
2017-12-12;260;1107;Between 15 and 64
2017-12-12;24;112;Older than 64
2017-12-13;0;0;
2017-12-13;69;314;Younger than 15
2017-12-13;296;1356;Between 15 and 64
2017-12-13;21;130;Older than 64
2017-12-14;0;0;
2017-12-14;78;355;Younger than 15
2017-12-14;299;1513;Between 15 and 64
2017-12-14;26;138;Older than 64
2017-12-15;0;0;
2017-12-15;72;424;Younger than 15
2017-12-15;266;1730;Between 15 and 64
2017-12-15;40;169;Older than 64
2017-12-16;0;0;
2017-12-16;20;415;Younger than 15
2017-12-16;113;1753;Between 15 and 64
2017-12-16;24;179;Older than 64
2017-12-17;0;0;
2017-12-17;20;424;Younger than 15
2017-12-17;89;1762;Between 15 and 64
2017-12-17;15;184;Older than 64
2017-12-18;0;0;
2017-12-18;223;560;Younger than 15
2017-12-18;629;1952;Between 15 and 64
2017-12-18;62;212;Older than 64
2017-12-19;0;0;
2017-12-19;203;685;Younger than 15
2017-12-19;492;2184;Between 15 and 64
2017-12-19;47;235;Older than 64
2017-12-20;0;0;
2017-12-20;175;791;Younger than 15
2017-12-20;529;2417;Between 15 and 64
2017-12-20;60;274;Older than 64
2017-12-21;0;0;
2017-12-21;192;905;Younger than 15
2017-12-21;536;2654;Between 15 and 64
2017-12-21;59;307;Older than 64
2017-12-22;0;0;
2017-12-22;251;1084;Younger than 15
2017-12-22;460;2848;Between 15 and 64
2017-12-22;65;332;Older than 64
2017-12-23;0;0;
2017-12-23;99;1163;Younger than 15
2017-12-23;313;3048;Between 15 and 64
2017-12-23;46;354;Older than 64
2017-12-24;0;0;
2017-12-24;58;1201;Younger than 15
2017-12-24;253;3212;Between 15 and 64
2017-12-24;52;391;Older than 64
2017-12-25;0;0;
2017-12-25;112;1090;Younger than 15
2017-12-25;258;2841;Between 15 and 64
2017-12-25;45;374;Older than 64
2017-12-26;0;0;
2017-12-26;145;1032;Younger than 15
2017-12-26;430;2779;Between 15 and 64
2017-12-26;73;400;Older than 64
2017-12-27;0;0;
2017-12-27;824;1681;Younger than 15
2017-12-27;1765;4015;Between 15 and 64
2017-12-27;267;607;Older than 64
2017-12-28;0;0;
2017-12-28;677;2166;Younger than 15
2017-12-28;1491;4970;Between 15 and 64
2017-12-28;247;795;Older than 64
2017-12-29;0;0;
2017-12-29;642;2557;Younger than 15
2017-12-29;1520;6030;Between 15 and 64
2017-12-29;282;1012;Older than 64
2017-12-30;0;0;
2017-12-30;141;2599;Younger than 15
2017-12-30;797;6514;Between 15 and 64
2017-12-30;176;1142;Older than 64
2017-12-31;0;0;
2017-12-31;99;2640;Younger than 15
2017-12-31;577;6838;Between 15 and 64
2017-12-31;125;1215;Older than 64
2018-01-01;0;0;
2018-01-01;82;2610;Younger than 15
2018-01-01;618;7198;Between 15 and 64
2018-01-01;102;1272;Older than 64
2018-01-02;0;0;
2018-01-02;618;3083;Younger than 15
2018-01-02;3395;10163;Between 15 and 64
2018-01-02;495;1694;Older than 64
2018-01-03;0;0;
2018-01-03;531;2790;Younger than 15
2018-01-03;2437;10835;Between 15 and 64
2018-01-03;387;1814;Older than 64
2018-01-04;0;0;
2018-01-04;515;2628;Younger than 15
2018-01-04;2312;11656;Between 15 and 64
2018-01-04;377;1944;Older than 64
2018-01-05;0;0;
2018-01-05;470;2456;Younger than 15
2018-01-05;1775;11911;Between 15 and 64
2018-01-05;380;2042;Older than 64
2018-01-06;0;0;
2018-01-06;71;2386;Younger than 15
2018-01-06;551;11665;Between 15 and 64
2018-01-06;117;1983;Older than 64
2018-01-07;0;0;
2018-01-07;81;2368;Younger than 15
2018-01-07;715;11803;Between 15 and 64
2018-01-07;114;1972;Older than 64
2018-01-08;0;0;
2018-01-08;771;3057;Younger than 15
2018-01-08;4254;15439;Between 15 and 64
2018-01-08;581;2451;Older than 64
2018-01-09;0;0;
2018-01-09;604;3043;Younger than 15
2018-01-09;2576;14620;Between 15 and 64
2018-01-09;451;2407;Older than 64
2018-01-10;0;0;
2018-01-10;530;3042;Younger than 15
2018-01-10;2315;14498;Between 15 and 64
2018-01-10;347;2367;Older than 64
2018-01-11;0;0;
2018-01-11;608;3135;Younger than 15
2018-01-11;2048;14234;Between 15 and 64
2018-01-11;329;2319;Older than 64
2018-01-12;0;0;
2018-01-12;695;3360;Younger than 15
2018-01-12;1661;14120;Between 15 and 64
2018-01-12;321;2260;Older than 64
2018-01-13;0;0;
2018-01-13;137;3426;Younger than 15
2018-01-13;558;14127;Between 15 and 64
2018-01-13;125;2268;Older than 64
2018-01-14;0;0;
2018-01-14;121;3466;Younger than 15
2018-01-14;511;13923;Between 15 and 64
2018-01-14;88;2242;Older than 64
2018-01-15;0;0;
2018-01-15;1481;4176;Younger than 15
2018-01-15;3303;12972;Between 15 and 64
2018-01-15;399;2060;Older than 64
2018-01-16;0;0;
2018-01-16;1149;4721;Younger than 15
2018-01-16;2168;12564;Between 15 and 64
2018-01-16;292;1901;Older than 64
2018-01-17;0;0;
2018-01-17;1025;5216;Younger than 15
2018-01-17;2077;12326;Between 15 and 64
2018-01-17;262;1816;Older than 64
2018-01-18;0;0;
2018-01-18;1000;5608;Younger than 15
2018-01-18;1845;12123;Between 15 and 64
2018-01-18;261;1748;Older than 64
2018-01-19;0;0;
2018-01-19;1082;5995;Younger than 15
2018-01-19;1526;11988;Between 15 and 64
2018-01-19;253;1680;Older than 64
2018-01-20;0;0;
2018-01-20;232;6090;Younger than 15
2018-01-20;502;11932;Between 15 and 64
2018-01-20;78;1633;Older than 64
2018-01-21;0;0;
2018-01-21;150;6119;Younger than 15
2018-01-21;455;11876;Between 15 and 64
2018-01-21;57;1602;Older than 64
2018-01-22;0;0;
2018-01-22;1346;5984;Younger than 15
2018-01-22;3043;11616;Between 15 and 64
2018-01-22;322;1525;Older than 64
2018-01-23;0;0;
2018-01-23;1149;5984;Younger than 15
2018-01-23;1958;11406;Between 15 and 64
2018-01-23;225;1458;Older than 64
2018-01-24;0;0;
2018-01-24;939;5898;Younger than 15
2018-01-24;1801;11130;Between 15 and 64
2018-01-24;226;1422;Older than 64
2018-01-25;0;0;
2018-01-25;804;5702;Younger than 15
2018-01-25;1596;10881;Between 15 and 64
2018-01-25;195;1356;Older than 64
2018-01-26;0;0;
2018-01-26;642;5262;Younger than 15
2018-01-26;1194;10549;Between 15 and 64
2018-01-26;159;1262;Older than 64
2018-01-27;0;0;
2018-01-27;112;5142;Younger than 15
2018-01-27;391;10438;Between 15 and 64
2018-01-27;66;1250;Older than 64
2018-01-28;0;0;
2018-01-28;82;5074;Younger than 15
2018-01-28;345;10328;Between 15 and 64
2018-01-28;52;1245;Older than 64
2018-01-29;0;0;
2018-01-29;954;4682;Younger than 15
2018-01-29;2392;9677;Between 15 and 64
2018-01-29;263;1186;Older than 64
2018-01-30;0;0;
2018-01-30;721;4254;Younger than 15
2018-01-30;1417;9136;Between 15 and 64
2018-01-30;187;1148;Older than 64
2018-01-31;0;0;
2018-01-31;563;3878;Younger than 15
2018-01-31;1470;8805;Between 15 and 64
2018-01-31;145;1067;Older than 64
2018-02-01;0;0;
2018-02-01;528;3602;Younger than 15
2018-02-01;1321;8530;Between 15 and 64
2018-02-01;159;1031;Older than 64
2018-02-02;0;0;
2018-02-02;526;3486;Younger than 15
2018-02-02;980;8316;Between 15 and 64
2018-02-02;152;1024;Older than 64
2018-02-03;0;0;
2018-02-03;90;3464;Younger than 15
2018-02-03;346;8271;Between 15 and 64
2018-02-03;40;998;Older than 64
2018-02-04;0;0;
2018-02-04;45;3427;Younger than 15
2018-02-04;235;8161;Between 15 and 64
2018-02-04;23;969;Older than 64
2018-02-05;0;0;
2018-02-05;551;3024;Younger than 15
2018-02-05;1852;7621;Between 15 and 64
2018-02-05;151;857;Older than 64
2018-02-06;0;0;
2018-02-06;456;2759;Younger than 15
2018-02-06;1247;7451;Between 15 and 64
2018-02-06;132;802;Older than 64
2018-02-07;0;0;
2018-02-07;368;2564;Younger than 15
2018-02-07;1170;7151;Between 15 and 64
2018-02-07;111;768;Older than 64
2018-02-08;0;0;
2018-02-08;297;2333;Younger than 15
2018-02-08;990;6820;Between 15 and 64
2018-02-08;106;715;Older than 64
2018-02-09;0;0;
2018-02-09;311;2118;Younger than 15
2018-02-09;752;6592;Between 15 and 64
2018-02-09;114;677;Older than 64
2018-02-10;0;0;
2018-02-10;69;2097;Younger than 15
2018-02-10;317;6563;Between 15 and 64
2018-02-10;35;672;Older than 64
2018-02-11;0;0;
2018-02-11;52;2104;Younger than 15
2018-02-11;258;6586;Between 15 and 64
2018-02-11;27;676;Older than 64
2018-02-12;0;0;
2018-02-12;365;1918;Younger than 15
2018-02-12;1598;6332;Between 15 and 64
2018-02-12;155;680;Older than 64
2018-02-13;0;0;
2018-02-13;378;1840;Younger than 15
2018-02-13;1234;6319;Between 15 and 64
2018-02-13;127;675;Older than 64
2018-02-14;0;0;
2018-02-14;291;1763;Younger than 15
2018-02-14;1229;6378;Between 15 and 64
2018-02-14;105;669;Older than 64
2018-02-15;0;0;
2018-02-15;244;1710;Younger than 15
2018-02-15;1066;6454;Between 15 and 64
2018-02-15;123;686;Older than 64
2018-02-16;0;0;
2018-02-16;231;1630;Younger than 15
2018-02-16;748;6450;Between 15 and 64
2018-02-16;109;681;Older than 64
2018-02-17;0;0;
2018-02-17;51;1612;Younger than 15
2018-02-17;275;6408;Between 15 and 64
2018-02-17;39;685;Older than 64
2018-02-18;0;0;
2018-02-18;45;1605;Younger than 15
2018-02-18;217;6367;Between 15 and 64
2018-02-18;27;685;Older than 64
2018-02-19;0;0;
2018-02-19;304;1544;Younger than 15
2018-02-19;1402;6171;Between 15 and 64
2018-02-19;117;647;Older than 64
2018-02-20;0;0;
2018-02-20;238;1404;Younger than 15
2018-02-20;914;5851;Between 15 and 64
2018-02-20;83;603;Older than 64
2018-02-21;0;0;
2018-02-21;183;1296;Younger than 15
2018-02-21;820;5442;Between 15 and 64
2018-02-21;84;582;Older than 64
2018-02-22;0;0;
2018-02-22;172;1224;Younger than 15
2018-02-22;650;5026;Between 15 and 64
2018-02-22;92;551;Older than 64
2018-02-23;0;0;
2018-02-23;168;1161;Younger than 15
2018-02-23;500;4778;Between 15 and 64
2018-02-23;53;495;Older than 64
2018-02-24;0;0;
2018-02-24;25;1135;Younger than 15
2018-02-24;169;4672;Between 15 and 64
2018-02-24;25;481;Older than 64
2018-02-25;0;0;
2018-02-25;17;1107;Younger than 15
2018-02-25;150;4605;Between 15 and 64
2018-02-25;21;475;Older than 64
2018-02-26;0;0;
2018-02-26;207;1010;Younger than 15
2018-02-26;1117;4320;Between 15 and 64
2018-02-26;95;453;Older than 64
2018-02-27;0;0;
2018-02-27;139;911;Younger than 15
2018-02-27;672;4078;Between 15 and 64
2018-02-27;72;442;Older than 64
2018-02-28;0;0;
2018-02-28;97;825;Younger than 15
2018-02-28;573;3831;Between 15 and 64
2018-02-28;55;413;Older than 64
2018-03-01;0;0;
2018-03-01;97;750;Younger than 15
2018-03-01;622;3803;Between 15 and 64
2018-03-01;64;385;Older than 64
2018-03-02;0;0;
2018-03-02;97;679;Younger than 15
2018-03-02;396;3699;Between 15 and 64
2018-03-02;68;400;Older than 64
2018-03-03;0;0;
2018-03-03;25;679;Younger than 15
2018-03-03;138;3668;Between 15 and 64
2018-03-03;15;390;Older than 64
2018-03-04;0;0;
2018-03-04;13;675;Younger than 15
2018-03-04;107;3625;Between 15 and 64
2018-03-04;15;384;Older than 64
2018-03-05;0;0;
2018-03-05;117;585;Younger than 15
2018-03-05;809;3317;Between 15 and 64
2018-03-05;86;375;Older than 64
2018-03-06;0;0;
2018-03-06;76;522;Younger than 15
2018-03-06;546;3191;Between 15 and 64
2018-03-06;63;366;Older than 64
2018-03-07;0;0;
2018-03-07;72;497;Younger than 15
2018-03-07;465;3083;Between 15 and 64
2018-03-07;48;359;Older than 64
2018-03-08;0;0;
2018-03-08;67;467;Younger than 15
2018-03-08;327;2788;Between 15 and 64
2018-03-08;33;328;Older than 64
2018-03-09;0;0;
2018-03-09;61;431;Younger than 15
2018-03-09;292;2684;Between 15 and 64
2018-03-09;55;315;Older than 64
2018-03-10;0;0;
2018-03-10;10;416;Younger than 15
2018-03-10;93;2639;Between 15 and 64
2018-03-10;13;313;Older than 64
2018-03-11;0;0;
2018-03-11;16;419;Younger than 15
2018-03-11;72;2604;Between 15 and 64
2018-03-11;10;308;Older than 64
2018-03-12;0;0;
2018-03-12;80;382;Younger than 15
2018-03-12;501;2296;Between 15 and 64
2018-03-12;55;277;Older than 64
2018-03-13;0;0;
2018-03-13;52;358;Younger than 15
2018-03-13;302;2052;Between 15 and 64
2018-03-13;37;251;Older than 64
2018-03-14;0;0;
2018-03-14;43;329;Younger than 15
2018-03-14;278;1865;Between 15 and 64
2018-03-14;36;239;Older than 64
2018-03-15;0;0;
2018-03-15;31;293;Younger than 15
2018-03-15;239;1777;Between 15 and 64
2018-03-15;27;233;Older than 64
2018-03-16;0;0;
2018-03-16;38;270;Younger than 15
2018-03-16;197;1682;Between 15 and 64
2018-03-16;29;207;Older than 64
2018-03-17;0;0;
2018-03-17;10;270;Younger than 15
2018-03-17;62;1651;Between 15 and 64
2018-03-17;6;200;Older than 64
2018-03-18;0;0;
2018-03-18;7;261;Younger than 15
2018-03-18;37;1616;Between 15 and 64
2018-03-18;6;196;Older than 64
2018-03-19;0;0;
2018-03-19;43;224;Younger than 15
2018-03-19;360;1475;Between 15 and 64
2018-03-19;31;172;Older than 64
2018-03-20;0;0;
2018-03-20;29;201;Younger than 15
2018-03-20;255;1428;Between 15 and 64
2018-03-20;23;158;Older than 64
2018-03-21;0;0;
2018-03-21;26;184;Younger than 15
2018-03-21;189;1339;Between 15 and 64
2018-03-21;21;143;Older than 64
2018-03-22;0;0;
2018-03-22;28;181;Younger than 15
2018-03-22;191;1291;Between 15 and 64
2018-03-22;12;128;Older than 64
2018-03-23;0;0;
2018-03-23;18;161;Younger than 15
2018-03-23;140;1234;Between 15 and 64
2018-03-23;19;118;Older than 64
2018-03-24;0;0;
2018-03-24;6;157;Younger than 15
2018-03-24;52;1224;Between 15 and 64
2018-03-24;7;119;Older than 64
2018-03-25;0;0;
2018-03-25;6;156;Younger than 15
2018-03-25;42;1229;Between 15 and 64
2018-03-25;15;128;Older than 64
2018-03-26;0;0;
2018-03-26;20;133;Younger than 15
2018-03-26;194;1063;Between 15 and 64
2018-03-26;27;124;Older than 64
2018-03-27;0;0;
2018-03-27;9;113;Younger than 15
2018-03-27;122;930;Between 15 and 64
2018-03-27;12;113;Older than 64
